s,ell,m,n,branch_id,chi_grid_family,chi_grid_index,chi_numerator,chi_denominator,chi_float,chi_float_hex,omega_re_M,omega_im_M,angular_A_re,angular_A_im,root_solver_success,optimizer_residual_abs,continued_fraction_error,continued_fraction_terms,angular_padding,angular_refinement_padding,angular_refinement_abs,repeat_polish_delta_abs,branch_seed_delta_abs,branch_seed_optimizer_residual_abs,continuation_step_maximum,nearest_overtone_separation_abs,reference_member,reference_row,reference_abs_delta_omega_M,reference_abs_delta_A
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,17,323,780,0.41410256410256413,0x1.a80a80a80a80bp-2,0.38013452336862774,-0.0877352256120472,3.9877058485601444,0.005998959049510648,true,1.5630993945277916e-13,2.255140518769849e-16,1000,20,24,3.5528154271762724e-15,7.13075255633892e-15,1.4544557232569647e-14,7.535797746364617e-14,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,18,57,130,0.43846153846153846,0x1.c0fc0fc0fc0fcp-2,0.38096179157377597,-0.08756624060194869,3.9861496576732502,0.006728198139437145,true,4.285460875053104e-14,6.83481049534862e-16,1000,20,24,1.776370391875708e-15,0.0,1.1605888652555939e-14,1.6383220776192e-14,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,19,361,780,0.46282051282051284,0x1.d9ed9ed9ed9eep-2,0.38184773610397893,-0.08738210063509454,3.9844874641661847,0.0074994444213117035,true,4.1919410422695356e-14,3.1401849173675503e-16,1000,20,24,6.217249179910285e-15,0.0,1.3029587361798973e-14,4.180569234085746e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,20,19,39,0.48717948717948717,0x1.f2df2df2df2dfp-2,0.3827946128940286,-0.08718160260588444,3.982715937852357,0.008312625101855865,true,4.6373977198395166e-14,4.494909211857047e-16,1000,20,24,1.4210905960602915e-14,0.0,0.0,4.424876005899545e-14,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,21,133,260,0.5115384615384615,0x1.05e85e85e85e8p-1,0.3838049138519176,-0.08696337786578444,3.9808314131232385,0.00916761486945464,true,1.0443516933449288e-13,1.2738115944464653e-16,1000,20,24,8.88261425050294e-16,5.057173272738578e-15,7.413804682405398e-15,1.4113375874265714e-14,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,22,209,390,0.5358974358974359,0x1.1261261261261p-1,0.38488139270925703,-0.08672586523548202,3.9788298534777153,0.010064221412406505,true,1.5468180049425464e-13,2.297444613877834e-16,1000,20,24,2.6649468853180516e-15,0.0,0.0,3.530788508650837e-14,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,23,437,780,0.5602564102564103,0x1.1ed9ed9ed9edap-1,0.3860270948473982,-0.0864672781645596,3.976706810385411,0.011002167361052775,true,5.026307146182838e-14,4.718958039861916e-16,1000,20,24,4.85722573273506e-17,3.81033107298607e-15,5.620229926337589e-15,3.7762445471031745e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,24,38,65,0.5846153846153846,0x1.2b52b52b52b53p-1,0.38724539175965783,-0.08618556450121591,3.9744573754205663,0.011981067634248702,true,1.779822904821748e-13,2.1479771700422405e-16,1000,20,24,1.3322736039425135e-14,0.0,0.0,7.129430083374029e-14,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,25,95,156,0.6089743589743589,0x1.37cb7cb7cb7cbp-1,0.3885400209147434,-0.0858783568456552,3.9720761243661644,0.013000400829894414,true,8.005932084973442e-15,3.7394458282567184e-16,1000,20,24,1.776380632396394e-14,0.0,2.3132653004962348e-15,8.303043216768613e-14,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,26,19,30,0.6333333333333333,0x1.4444444444444p-1,0.3899151318922463,-0.08554291079115511,3.969557051694014,0.014059472825962857,true,1.2639000486876124e-14,4.506008925723787e-16,1000,20,24,1.0658268090586294e-14,0.0,5.461927758452897e-15,1.4095618180608118e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,27,171,260,0.6576923076923077,0x1.50bd0bd0bd0bdp-1,0.39137533975004635,-0.08517602742487398,3.966893493468039,0.015157370092471558,true,1.2239653722391904e-13,1.0408340855860843e-17,1000,20,24,7.105427357601002e-15,0.0,0.0,2.5718095302384997e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,28,133,195,0.6820512820512821,0x1.5d35d35d35d36p-1,0.39292578662060496,-0.0847739551531553,3.964078036281914,0.016292899266146105,true,1.2008898127460163e-14,4.454424009010536e-16,1000,20,24,5.551115123125783e-17,0.0,1.5830413903738182e-15,6.139362674696775e-14,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,29,551,780,0.7064102564102565,0x1.69ae9ae9ae9afp-1,0.39457221244691926,-0.08433226405566502,3.961102409330658,0.01746450816888482,true,9.434074014833855e-14,4.749088686789264e-16,1000,20,24,1.5987410700219296e-14,0.0,0.0,1.0333546549127226e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,30,19,26,0.7307692307692307,0x1.7627627627627p-1,0.3963210354201578,-0.08384568329754613,3.957957356145049,0.018670181443034672,true,4.130089340584183e-14,5.027227436193981e-16,1000,20,24,8.881827564982273e-15,0.0,4.580342789595451e-15,3.071788690989546e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,31,589,780,0.7551282051282051,0x1.82a02a02a02a0p-1,0.39817944179483367,-0.08330788823571297,3.9546324819562155,0.01990730099038855,true,7.084580093039168e-14,4.0418684730288697e-16,1000,20,24,8.886119947416683e-16,0.0,1.5838611672749935e-14,2.088354003729976e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,32,152,195,0.7794871794871795,0x1.8f18f18f18f19p-1,0.4001554827939271,-0.08271121813984317,3.95111607228481,0.021172456896728847,true,1.926089445588852e-13,2.420669712248692e-16,1000,20,24,1.243463775645597e-14,0.0,0.0,1.5042124922300123e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,33,209,260,0.8038461538461539,0x1.9b91b91b91b92p-1,0.4022581721975202,-0.08204629701120256,3.9473948785988457,0.022461187634229586,true,1.5537744762984144e-13,2.42861286636753e-17,1000,20,24,1.953996250281689e-14,6.687437973216766e-15,1.2894399253123431e-14,2.1447773323758608e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,34,323,390,0.8282051282051283,0x1.a80a80a80a80bp-1,0.404497569759813,-0.08130151757120067,3.943453868756595,0.023767617688323285,true,9.307059940489207e-14,4.1426126430919793e-16,1000,20,24,4.441331178674101e-15,0.0,1.0716896438267965e-14,2.6195476410215204e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,35,133,156,0.8525641025641025,0x1.b483483483483p-1,0.4068848183734049,-0.08046233063202342,3.9392759457326685,0.0250839442524267,true,1.180208329215118e-13,1.126603737611321e-15,1000,20,24,6.217273138795125e-15,0.0,1.7834291062773078e-14,2.7379999616377695e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,36,57,65,0.8769230769230769,0x1.c0fc0fc0fc0fcp-1,0.40943206776547875,-0.079510258067364,3.93484165299972,0.026399699395232755,true,1.217841281902541e-13,2.2679146054755153e-16,1000,20,24,8.989550626504553e-16,0.0,0.0,2.871509813986821e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,37,703,780,0.9012820512820513,0x1.cd74d74d74d75p-1,0.41215214605293377,-0.07842152169241666,3.9301289205444427,0.02770067757682855,true,3.6978340796258836e-13,3.974145096771201e-16,1000,20,24,7.105457850721672e-15,0.0,2.885022195827363e-14,1.0601935130177896e-12,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,38,361,390,0.9256410256410257,0x1.d9ed9ed9ed9eep-1,0.4150576987349389,-0.07716517613014523,3.92511298683479,0.028967374414483944,true,9.917517321145388e-14,4.586104959431681e-16,1000,20,24,1.1546371581088417e-14,0.0,0.0,3.7304293243751745e-13,0.004,,,,,
-2,2,0,0,schwarzschild-overtone-continuation,ell23-uniform-40,39,19,20,0.95,0x1.e666666666666p-1,0.41815925983640256,-0.07570073729100758,3.9197668046893357,0.030172764857753318,true,5.38464027057587e-13,1.1857187100668868e-16,1000,20,24,1.1546327796115327e-14,2.1147968289901687e-14,2.9758184114240756e-14,8.054312014578607e-13,0.004,,KerrQNMEFs-2/l2/s-2l2m0n0.dat,951,1.7041929078560284e-14,7.797094009726011e-15
-2,2,0,0,schwarzschild-overtone-continuation,ell23-supplemental-high,40,97,100,0.97,0x1.f0a3d70a3d70ap-1,0.42085588633323695,-0.07430631904585905,3.9151108022610566,0.031090689925945963,true,1.0945069370370065e-12,1.4014257540728752e-15,1000,20,24,6.217310892002051e-15,0.0,0.0,7.98791077165751e-13,0.004,,KerrQNMEFs-2/l2/s-2l2m0n0.dat,971,1.676785973155931e-14,4.39625888431457e-15
-2,2,0,0,schwarzschild-overtone-continuation,ell23-supplemental-high,41,49,50,0.98,0x1.f5c28f5c28f5cp-1,0.42225424428010233,-0.07353240298737451,3.9126876917048663,0.031516464830208674,true,5.742772374736065e-13,4.64245191508845e-16,1000,20,24,3.552774664649262e-15,0.0,0.0,6.077868265012831e-13,0.004,,KerrQNMEFs-2/l2/s-2l2m0n0.dat,981,3.325452723259356e-14,8.889004758950575e-15
-2,2,0,0,schwarzschild-overtone-continuation,ell23-supplemental-high,42,99,100,0.99,0x1.fae147ae147aep-1,0.4236845947438983,-0.07270079157332307,3.9101990506947586,0.03191481534654748,true,2.4280400379256687e-12,6.750392833810179e-16,1000,20,24,2.0428900290470248e-14,0.0,0.0,1.0223547060495354e-12,0.004,,KerrQNMEFs-2/l2/s-2l2m0n0.dat,991,3.1326885912488154e-14,1.0591761858187545e-14
-2,2,0,0,schwarzschild-overtone-continuation,ell23-supplemental-high,43,199,200,0.995,0x1.fd70a3d70a3d7p-1,0.4244112248439236,-0.07226170312092886,3.908929749937851,0.032102302270078945,true,1.4080160573932303e-12,3.031798407899492e-16,1000,20,24,1.687542563880984e-14,0.0,8.791531148481481e-14,6.063078276197591e-14,0.004,,KerrQNMEFs-2/l2/s-2l2m0n0.dat,996,2.2805288940731276e-14,9.347831047134763e-15
-2,2,0,0,schwarzschild-overtone-continuation,ell23-supplemental-high,44,997,1000,0.997,0x1.fe76c8b439581p-1,0.4247039265213497,-0.07208150588903915,3.9084173244577918,0.03217492442799264,true,1.8884812062643546e-13,7.34421873881258e-16,1000,20,24,3.908126976024033e-14,0.0,0.0,2.4037660816399602e-12,0.004,,KerrQNMEFs-2/l2/s-2l2m0n0.dat,998,2.1232239808356513e-14,2.278370254407538e-14
-2,2,0,0,schwarzschild-overtone-continuation,ell23-supplemental-high,45,999,1000,0.999,0x1.ff7ced916872bp-1,0.42499776801792266,-0.07189863550941988,3.9079021998907306,0.032246130441072225,true,2.3166989564381634e-12,9.78139183888757e-15,1414,20,24,1.7835117169221426e-15,0.0,6.572494519300293e-14,3.3339037884270683e-12,0.004,,KerrQNMEFs-2/l2/s-2l2m0n0.dat,1000,4.297543484259717e-13,1.9595712808167395e-13
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,0,0,1,0.0,0x0.0p+0,0.34671099687916607,-0.27391487529123787,4.0,0.0,true,1.652704112758165e-14,6.938893903907228e-17,1000,20,24,0.0,0.0,4.098061628996896e-15,1.428741002342905e-13,0.004,0.18690727106245117,KerrQNMEFs-2/l2/s-2l2m0n1.dat,1,4.016031340300579e-15,0.0
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,1,19,780,0.02435897435897436,0x1.8f18f18f18f19p-6,0.3467394385981192,-0.27390183844433835,3.999985949801128,5.9036444764949095e-05,true,3.669047743978888e-14,6.403362282114315e-16,1000,20,24,7.993605777404525e-15,0.0,0.0,1.412133860249422e-13,0.004,0.18689709083244666,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,2,19,390,0.04871794871794872,0x1.8f18f18f18f19p-5,0.3468248102332563,-0.27386267008098303,3.999943700936954,0.00023617116467098252,true,2.8592629545323814e-13,4.934426949698985e-16,1000,20,24,8.881786020934316e-16,7.823922120803856e-15,1.2036579066516219e-14,1.4232071891649265e-13,0.004,0.18686651014941907,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,3,19,260,0.07307692307692308,0x1.2b52b52b52b53p-4,0.3469672514482218,-0.2737971961256128,3.99987295793596,0.0005314801151440832,true,1.031523262396631e-13,5.35015268926554e-16,1000,20,24,8.881785851362324e-16,5.799786378539274e-15,7.642415970454963e-15,6.79703162522204e-14,0.004,0.1868154086206469,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,4,19,195,0.09743589743589744,0x1.8f18f18f18f19p-4,0.34716699577915405,-0.2737051244143104,3.999773226106427,0.0009450892098778473,true,3.721152251246591e-14,7.987869494273747e-16,1000,20,24,1.7763616171890433e-15,0.0,3.908316207131154e-15,7.826088021446291e-14,0.004,0.1867435842042666,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,5,19,156,0.12179487179487179,0x1.f2df2df2df2dfp-4,0.34742437178405594,-0.2735860415933349,3.9996438081446875,0.0014771732768629879,true,4.5378116770748895e-14,6.087272963323595e-16,1000,20,24,4.440892627896187e-15,0.0,0.0,5.1323053945956245e-14,0.004,0.18665075109821194,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,6,19,130,0.14615384615384616,0x1.2b52b52b52b53p-3,0.3477398046597385,-0.2734394086864064,3.9994837993197105,0.0021279545437985856,true,9.193612004533654e-14,3.189627710442956e-16,1000,20,24,1.2434498964844066e-14,3.070725159912542e-15,3.1719170905745505e-15,7.854888706255751e-14,0.004,0.18653653672385173,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,7,133,780,0.17051282051282052,0x1.5d35d35d35d36p-3,0.34811381833368793,-0.27326455523629134,3.9992920811652066,0.002897700597129369,true,1.708358723008223e-13,2.177751704867561e-16,1000,20,24,9.769965080796914e-15,0.0,1.2313594627959714e-14,3.0552151547913435e-13,0.004,0.18640047774046753,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,8,38,195,0.19487179487179487,0x1.8f18f18f18f19p-3,0.3485470380395705,-0.27306067189367506,3.999067313588411,0.0037867217389513574,true,2.787809586420977e-13,3.3422138886441676e-16,1000,20,24,1.5987216166225412e-14,9.238896857051836e-15,9.309503074677274e-15,9.866478999954133e-14,0.004,0.18624201500537904,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,9,57,260,0.21923076923076923,0x1.c0fc0fc0fc0fcp-3,0.3490401933847925,-0.2728268012889015,3.9988079252795394,0.00479536764262729,true,6.593528457874109e-14,1.3877787807814457e-17,1000,20,24,7.993610483038338e-15,0.0,1.1767316634202366e-14,2.1836413311556082e-13,0.004,0.18606048736918798,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,10,19,78,0.24358974358974358,0x1.f2df2df2df2dfp-3,0.349594121918363,-0.2725618269788997,3.998512102279069,0.005924023180014013,true,7.512494549072232e-14,2.3479724158959924e-16,1000,20,24,3.552734431047099e-15,0.0,0.0,2.886634520641473e-13,0.004,0.18585512416666658,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,11,209,780,0.26794871794871794,0x1.1261261261261p-2,0.35020977320381147,-0.27226446021002304,3.9981777745295846,0.007173103259246473,true,4.8729053228252054e-14,8.882868333007365e-16,1000,20,24,1.953999453597554e-14,0.0,0.0,1.9021331556429404e-13,0.004,0.1856250362296671,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,12,19,65,0.2923076923076923,0x1.2b52b52b52b53p-2,0.35088821339678145,-0.27193322417576526,3.997802600203159,0.008543046470207878,true,9.758778287706375e-14,1.5265566588595902e-16,1000,20,24,8.881784197001252e-16,0.0,0.0,2.343596392854643e-14,0.004,0.18536920520698316,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,13,19,60,0.31666666666666665,0x1.4444444444444p-2,0.35163063031767366,-0.2715664353731977,3.9973839475558233,0.010034307282728158,true,5.027827334724943e-14,1.1430445635548515e-15,1000,20,24,1.5099262728910714e-14,0.0,1.616509124176106e-15,1.8096894124538776e-13,0.004,0.18508647092683314,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,14,133,390,0.34102564102564104,0x1.5d35d35d35d36p-2,0.35243833899480603,-0.2711621815695729,3.9969188740146286,0.011647346477025967,true,9.335199903474534e-14,1.0200174038743626e-15,1000,20,24,1.687540281353375e-14,0.0,0.0,2.0182230103585687e-13,0.004,0.18477551647599422,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,15,19,52,0.36538461538461536,0x1.7627627627627p-2,0.3533127876310411,-0.27071829577631296,3.996404102148869,0.013382619402774198,true,1.6871766752313641e-13,1.133081219144127e-15,1000,20,24,8.881784197001252e-16,0.0,8.092071311423671e-15,1.0329561797385055e-13,0.004,0.18443485059522838,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,16,76,195,0.38974358974358975,0x1.8f18f18f18f19p-2,0.35425556391274576,-0.2702323254845973,3.9958359921154307,0.015240561556813602,true,1.8967600707189028e-14,6.684427777288335e-16,1000,20,24,1.5987672710333563e-14,0.0,0.0,3.362602911724801e-13,0.004,0.18406278689644448,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,17,323,780,0.41410256410256413,0x1.a80a80a80a80bp-2,0.35526840152967165,-0.26970149623707634,3.9952105100968764,0.017221570832446104,true,2.1760371282653068e-14,4.85722573273506e-17,1000,20,24,5.329088588206323e-15,0.0,2.2211398302543545e-15,1.6817617919941945e-13,0.004,0.1836574192906215,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,18,57,130,0.43846153846153846,0x1.c0fc0fc0fc0fcp-2,0.3563531866995626,-0.2691226683819966,3.994523192167475,0.019325985615079956,true,1.0286801974589201e-13,6.661338147750939e-16,1000,20,24,4.44089751950818e-15,0.0,3.809294760581175e-15,1.2365013925729166e-13,0.004,0.18321659286785932,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,19,361,780,0.46282051282051284,0x1.d9ed9ed9ed9eep-2,0.35751196438210825,-0.2684922855649973,3.9937691029286357,0.021554057665747493,true,1.1093900448720545e-13,6.245004513516506e-17,1000,20,24,2.6665673632830438e-15,0.0,4.090158660605391e-15,7.751233365980882e-14,0.004,0.18273786928450977,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,20,19,39,0.48717948717948717,0x1.f2df2df2df2dfp-2,0.3587469437059362,-0.26780631313930603,3.9929427881478854,0.02390591842608284,true,2.3420180361420892e-14,4.579669976578771e-16,1000,20,24,7.993906938898084e-15,0.0,7.8467324377783e-15,4.8260872584994125e-14,0.004,0.18221848547461444,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,21,133,260,0.5115384615384615,0x1.05e85e85e85e8p-1,0.3600605018940381,-0.2670601641903189,3.9920382205186984,0.026381536968366745,true,4.726213026239794e-14,6.438231684870799e-16,1000,20,24,1.2434732138707294e-14,0.0,0.0,1.7499650726773373e-13,0.004,0.1816553041990531,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,22,209,390,0.5358974358974359,0x1.1261261261261p-1,0.361455185620996,-0.26624861023915014,3.991048737534623,0.02898066726375853,true,1.0684868524877301e-13,4.443059973708341e-16,1000,20,24,2.6648604999022096e-15,0.0,0.0,1.3389584260279295e-13,0.004,0.18104475455586702,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,23,437,780,0.5602564102564103,0x1.1ed9ed9ed9edap-1,0.36293370820897336,-0.2653656728618583,3.989966970351481,0.031702781695736246,true,1.2124936719391603e-13,1.0090067972277008e-15,1000,20,24,2.1316647987895572e-14,0.0,0.0,4.796369058830623e-14,0.004,0.18038276007341236,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,24,38,65,0.5846153846153846,0x1.2b52b52b52b53p-1,0.3644989402773295,-0.26440449136999256,3.988784762416651,0.03454698672500595,true,4.325711579826191e-14,8.658060305889084e-16,1000,20,24,1.065864924405353e-14,0.0,1.4107370298294413e-14,1.0565684021874231e-13,0.004,0.17966465136274382,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,25,95,156,0.6089743589743589,0x1.37cb7cb7cb7cbp-1,0.366153890256581,-0.26335716025375544,3.9874930766132426,0.03751191520170171,true,1.0543284846053511e-13,9.155133597044475e-16,1000,20,24,2.2204461576705276e-14,3.84752750796379e-15,1.8043259068117888e-14,3.024518134022902e-13,0.004,0.17888505947958708,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,26,19,30,0.6333333333333333,0x1.4444444444444p-1,0.36790166932759377,-0.2622145281724674,3.9860818897775188,0.04059558785227303,true,1.8045984564255232e-13,1.0696029801821925e-15,1000,20,24,1.1547328554028334e-14,0.0,0.0,4.818771580917591e-13,0.004,0.17803778509691182,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,27,171,260,0.6576923076923077,0x1.50bd0bd0bd0bdp-1,0.36974543246602326,-0.2609659477355968,3.9845400738359937,0.04379523369312006,true,2.3314683517128287e-14,1.734723475976807e-16,1000,20,24,2.42861286636753e-16,0.0,7.23649124644442e-15,3.662851060285757e-13,0.004,0.17711563728808843,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,28,133,195,0.6820512820512821,0x1.5d35d35d35d36p-1,0.37168828272560284,-0.25959896196993887,3.9828552637420516,0.04710705517204899,true,9.023647967253202e-14,4.445768331151997e-16,1000,20,24,6.219865960926306e-15,0.0,0.0,5.92679644307532e-13,0.004,0.17611023417217594,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,29,551,780,0.7064102564102565,0x1.69ae9ae9ae9afp-1,0.3737331186060143,-0.25809890903396443,3.981013714354107,0.050525918164549724,true,1.9112404723499672e-13,2.0816681711721685e-17,1000,20,24,1.1546421620854353e-14,0.0,0.0,3.7555246289108463e-13,0.004,0.17501175600263083,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,30,19,26,0.7307692307692307,0x1.7627627627627p-1,0.375882392474493,-0.256448421342197,3.979000152321698,0.05404493875057946,true,1.1893053958441056e-13,1.3472894910096233e-16,1000,20,24,1.1553823032976826e-14,4.820209419629775e-15,1.8200971344248628e-14,4.5465561813039305e-13,0.004,0.17380863990599182,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,31,589,780,0.7551282051282051,0x1.82a02a02a02a0p-1,0.378137728328043,-0.25462678912110503,3.9767976367114426,0.05765492682269069,true,1.0059992970617294e-13,8.517686582123248e-16,1000,20,24,1.4211674619442498e-14,0.0,0.0,4.623964675128773e-13,0.004,0.17248720555236474,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,32,152,195,0.7794871794871795,0x1.8f18f18f18f19p-1,0.3804993140073332,-0.25260915304387493,3.974387456986989,0.06134362951478349,true,1.1503217866311942e-13,5.255381918445909e-16,1000,20,24,2.6652998733259696e-14,0.0,1.715043047770381e-14,3.7966381037242593e-14,0.004,0.17103120550362055,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,33,209,260,0.8038461538461539,0x1.9b91b91b91b92p-1,0.38296492623877626,-0.25036549078190967,3.9717491259525715,0.06509469361477763,true,1.0341177711654675e-14,1.734723475976807e-16,1000,20,24,1.243859393650972e-14,2.448161348223004e-15,6.678201444714463e-15,7.001294560998566e-13,0.004,0.16942131014499162,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,34,323,390,0.8282051282051283,0x1.a80a80a80a80bp-1,0.3855283490558166,-0.24785938170188535,3.9688605822141194,0.06888623541104394,true,5.1874866389564574e-14,9.4262390002864e-16,1000,20,24,7.105549329298523e-15,0.0,0.0,1.806685955266963e-13,0.004,0.1676345830605742,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,35,133,156,0.8525641025641025,0x1.b483483483483p-1,0.3881767788149572,-0.24504660972960884,3.9656988293619553,0.07268887583453948,true,4.108302859301719e-13,9.560828938197732e-16,1000,20,24,1.2437912643762449e-14,2.7662284999836533e-14,4.084730645098475e-14,6.342273386506974e-13,0.004,0.16564412356069969,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,36,57,65,0.8769230769230769,0x1.c0fc0fc0fc0fcp-1,0.3908865370129674,-0.24187389606757304,3.9622414610665655,0.07646310177794081,true,1.7411921866771032e-13,2.67507634463277e-16,1000,20,24,4.441087250603757e-15,0.0,2.4622637397349344e-14,5.657201530141507e-13,0.004,0.16341936132403426,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,37,703,780,0.9012820512820513,0x1.cd74d74d74d75p-1,0.3936160483703532,-0.2382786977512437,3.958469940848858,0.08015597320217367,true,3.8762374443518904e-13,5.828670879282072e-16,1000,20,24,2.3988590203331062e-14,2.7263845735114484e-14,5.961316788464791e-14,1.0896476956352848e-12,0.004,0.1609282562348856,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,38,361,390,0.9256410256410257,0x1.d9ed9ed9ed9eep-1,0.3962949468293225,-0.23419264781560184,3.954376172089675,0.08369789862356314,true,1.5925722645766206e-13,1.3672438525262642e-16,1000,20,24,6.218007833105156e-15,1.1298258127427696e-14,1.78469214521355e-14,1.393761091115239e-14,0.004,0.1581444520778348,,,,
-2,2,0,1,schwarzschild-overtone-continuation,ell23-uniform-40,39,19,20,0.95,0x1.e666666666666p-1,0.39881024054456027,-0.22955451266425983,3.949974230701606,0.08700240223026556,true,7.736783495425221e-13,1.0166130809736812e-15,1000,20,24,1.818360945611186e-15,0.0,0.0,8.333958481401942e-13,0.004,0.15506569170567433,KerrQNMEFs-2/l2/s-2l2m0n1.dat,951,1.6884882632921416e-14,8.343678738167853e-15
-2,2,0,1,schwarzschild-overtone-continuation,ell23-supplemental-high,40,97,100,0.97,0x1.f0a3d70a3d70ap-1,0.4006403236987199,-0.2253143563059698,3.9461645030349155,0.08947190504786827,true,5.0628994095688e-13,1.144076106932653e-15,1000,20,24,1.837955691102267e-15,0.0,0.0,4.1890113876890805e-13,0.004,0.15235516495931825,KerrQNMEFs-2/l2/s-2l2m0n1.dat,971,2.4184011361052488e-15,3.61984211943463e-15
-2,2,0,1,schwarzschild-overtone-continuation,ell23-supplemental-high,41,49,50,0.98,0x1.f5c28f5c28f5cp-1,0.4014402117281395,-0.22305345701196283,3.9442098607574305,0.09060822617959988,true,7.210039630724392e-13,4.3405887397358833e-16,1000,20,24,9.770317440060083e-15,0.0,0.0,3.4450791124778494e-13,0.004,0.15096280849168786,KerrQNMEFs-2/l2/s-2l2m0n1.dat,981,4.3885313032078317e-14,3.9942677017997277e-14
