s,ell,m,n,branch_id,chi_grid_family,chi_grid_index,chi_numerator,chi_denominator,chi_float,chi_float_hex,omega_re_M,omega_im_M,angular_A_re,angular_A_im,root_solver_success,optimizer_residual_abs,continued_fraction_error,continued_fraction_terms,angular_padding,angular_refinement_padding,angular_refinement_abs,repeat_polish_delta_abs,branch_seed_delta_abs,branch_seed_optimizer_residual_abs,continuation_step_maximum,nearest_overtone_separation_abs,reference_member,reference_row,reference_abs_delta_omega_M,reference_abs_delta_A
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,4,19,195,0.09743589743589744,0x1.8f18f18f18f19p-4,0.56792226498495,-0.47713015624600014,9.925851571562294,0.06408183381142367,true,2.348022746042133e-13,9.049605298586575e-16,1000,20,24,5.1517339158331784e-14,0.0,0.0,1.5390110031855159e-13,0.004,0.19880547341040403,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,5,19,156,0.12179487179487179,0x1.f2df2df2df2dfp-4,0.5722769963125706,-0.4765059646448383,9.906459061099648,0.08067648075810982,true,5.215543707446381e-14,6.722137407118775e-16,1000,20,24,1.7790111516265277e-15,0.0,0.0,4.4145416041488294e-13,0.004,0.1983948545631206,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,6,19,130,0.14615384615384616,0x1.2b52b52b52b53p-3,0.576759999458895,-0.4758222925529083,9.886681279874807,0.09749952097165808,true,1.350644602892852e-14,4.996485455209446e-16,1000,20,24,1.7783073324607987e-15,0.0,2.6852712547870858e-15,2.4345365802796346e-13,0.004,0.19795729254045447,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,7,133,780,0.17051282051282052,0x1.5d35d35d35d36p-3,0.5813769991458747,-0.4750755493625333,9.866494036535379,0.11454972627622674,true,2.919612152149459e-13,2.7755575615628914e-17,1000,20,24,3.375101105406608e-14,0.0,1.457101633618084e-15,1.8173832078210292e-13,0.004,0.19749134239300364,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,8,38,195,0.19487179487179487,0x1.8f18f18f18f19p-3,0.5861341642788039,-0.4742617653710895,9.845871399763325,0.13182542945502726,true,9.360174372633697e-14,5.721958498152797e-16,1000,20,24,2.1316444702508496e-14,0.0,2.482534153247273e-15,2.7429654556990966e-13,0.004,0.19699540397274665,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,9,57,260,0.21923076923076923,0x1.c0fc0fc0fc0fcp-3,0.5910381552419446,-0.47337654561540965,9.824785523484927,0.14932444293714597,true,2.90261816984967e-13,6.245004513516506e-17,1000,20,24,5.506776150223781e-14,0.0,0.0,4.5723939179186944e-14,0.004,0.19646770328167545,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,10,19,78,0.24358974358974358,0x1.f2df2df2df2dfp-3,0.5960961776942068,-0.4724150162144496,9.803206448253896,0.16704396318881098,true,1.5336709429005594e-13,6.314393452555578e-16,1000,20,24,4.0856546707215233e-14,0.0,1.2802753803887403e-14,5.083083584046939e-13,0.004,0.1959062707865758,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,11,209,780,0.26794871794871794,0x1.1261261261261p-2,0.6013160440000292,-0.4713717617604752,9.781101874771275,0.18498045780858607,true,5.005419298102741e-14,2.2247786310271853e-16,1000,20,24,8.890280278469355e-15,0.0,1.8610729195778454e-15,5.966186067818796e-14,0.004,0.19530891610798143,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,12,19,65,0.2923076923076923,0x1.2b52b52b52b53p-2,0.6067062436696826,-0.4702407519558179,9.75843690466469,0.2031295315926104,true,3.762966276497671e-13,1.2412670766236366e-16,1000,20,24,2.6654386077811048e-14,0.0,0.0,4.916635168177422e-13,0.004,0.1946731983517203,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,13,19,60,0.31666666666666665,0x1.4444444444444p-2,0.612276024481457,-0.46901525525415905,9.73517374259721,0.2214857668940648,true,1.6734092271030262e-13,3.3486903561235222e-16,1000,20,24,8.920730087951354e-15,0.0,2.6535259329201464e-15,5.5778736183169934e-14,0.004,0.19399639117372489,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,14,133,390,0.34102564102564104,0x1.5d35d35d35d36p-2,0.6180354863354472,-0.46768773670144603,9.71127135246004,0.2400425323824888,true,5.068262347813025e-14,2.5476231888929306e-16,1000,20,24,1.4217791915866692e-14,0.0,0.0,3.1527331463153157e-13,0.004,0.193275441438768,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,15,19,52,0.36538461538461536,0x1.7627627627627p-2,0.6239956903661489,-0.46624973644040235,9.686685058730815,0.25879175271927446,true,2.130818515878977e-13,6.245004513516506e-17,1000,20,24,4.2632708705650584e-14,3.675492212195508e-15,4.46890625895396e-15,2.042501410322842e-13,0.004,0.19250692003645856,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,16,76,195,0.38974358974358975,0x1.8f18f18f18f19p-2,0.6301687864531688,-0.46469172438576156,9.661366081951059,0.2777236295748797,true,2.6059410630552854e-13,2.2982303784612184e-16,1000,20,24,3.379749385324339e-14,3.616328897427208e-15,1.0355619768579393e-14,1.0572774584851434e-13,0.004,0.191686963027513,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,17,323,780,0.41410256410256413,0x1.a80a80a80a80bp-2,0.636568163058384,-0.4630029253135968,9.635260994536845,0.29682630163806145,true,2.0487727331534634e-13,2.5673907444456745e-16,1000,20,24,6.039819886604857e-14,1.5632082117998628e-15,3.566996437424606e-15,2.3881596622853487e-13,0.004,0.19081120077749156,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,18,57,130,0.43846153846153846,0x1.c0fc0fc0fc0fcp-2,0.6432086243455969,-0.4611711069222041,9.608311079581771,0.3160854275464232,true,1.283786557302408e-13,2.3479724158959924e-16,1000,20,24,5.1533038093128865e-14,0.0,0.0,5.045887310877436e-13,0.004,0.18987467204643832,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,19,361,780,0.46282051282051284,0x1.d9ed9ed9ed9eep-2,0.6501066008889032,-0.45918232114841345,9.580451570651515,0.3354836706260964,true,1.672914173964876e-13,4.002966042486721e-16,1000,20,24,2.6684413063186528e-14,0.0,6.112531465858673e-15,1.5813567179958505e-14,0.004,0.18887171907291755,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,20,19,39,0.48717948717948717,0x1.f2df2df2df2dfp-2,0.6572804020702774,-0.4570205859209844,9.55161074440543,0.3550000574184584,true,1.666281657925365e-13,3.8559277963506344e-16,1000,20,24,1.4212589332811784e-14,0.0,0.0,1.3722644017738374e-13,0.004,0.1877958584199298,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,21,133,260,0.5115384615384615,0x1.05e85e85e85e8p-1,0.6647505206761797,-0.4546674902463907,9.521708829616099,0.3746091723831228,true,5.369631735223423e-13,4.445768331151997e-16,1000,20,24,5.600027006224723e-15,0.0,0.0,3.0876976985549753e-13,0.004,0.18663962059230618,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,22,209,390,0.5358974358974359,0x1.1261261261261p-1,0.6725400034794824,-0.4521016995174564,9.490656684972377,0.3942801376788611,true,5.163671038754328e-14,4.163336342344337e-17,1000,20,24,1.776434900241503e-14,0.0,5.479881357555634e-15,3.376246448416291e-14,0.004,0.18539434896790372,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,23,437,780,0.5602564102564103,0x1.1ed9ed9ed9edap-1,0.680674906108039,-0.4492983293963447,9.458354182672203,0.4139753076707217,true,1.3805175777388975e-13,2.9504581591051765e-16,1000,20,24,3.020133145511626e-14,0.0,3.22012528026176e-15,1.45869617112428e-13,0.004,0.1840499450710367,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,24,38,65,0.5846153846153846,0x1.2b52b52b52b53p-1,0.6891848568134923,-0.4462281442794254,9.424688213395376,0.43364857987828836,true,4.387277753618146e-14,3.7192730237993177e-16,1000,20,24,1.432144669219779e-14,0.0,0.0,1.6566908531671124e-13,0.004,0.1825945421270923,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,25,95,156,0.6089743589743589,0x1.37cb7cb7cb7cbp-1,0.6981037627219987,-0.44285651818134947,9.389530197911935,0.45324318282449505,true,3.4229456020794544e-14,4.484587321511725e-16,1000,20,24,6.043900071080248e-14,2.3525204118543076e-15,2.777777120143555e-15,3.3620104988486793e-13,0.004,0.18101408133021119,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,26,19,30,0.6333333333333333,0x1.4444444444444p-1,0.7074707051145008,-0.4391420685891403,9.35273294687766,0.4726887390972505,true,5.282422017401699e-14,5.027227436193981e-16,1000,20,24,4.09742995246608e-14,0.0,0.0,1.5747894301353198e-13,0.004,0.1792917539577458,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,27,171,260,0.6576923076923077,0x1.50bd0bd0bd0bdp-1,0.7173310894015751,-0.4350348319367021,9.314126646146146,0.49189730623508343,true,8.195461525916646e-14,1.0107946554555127e-15,1000,20,24,2.1482170038296686e-14,0.0,0.0,5.341278240733302e-13,0.004,0.1774072550727824,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,28,133,195,0.6820512820512821,0x1.5d35d35d35d36p-1,0.7277381442646053,-0.4304737833843191,9.273513648472543,0.5107579469973218,true,3.5116759675214154e-14,4.875529749534861e-16,1000,20,24,1.4295603459064552e-14,1.9100999153570945e-15,2.025966904339278e-15,1.588579792558324e-13,0.004,0.1753357671004688,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,29,551,780,0.7064102564102565,0x1.69ae9ae9ae9afp-1,0.738754908916363,-0.4253833967698563,9.230661604040098,0.5291291354366023,true,1.3825161151981628e-13,5.4672143489065705e-16,1000,20,24,2.6656683708396106e-14,0.0,0.0,9.302582507172135e-14,0.004,0.17304654697250996,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,30,19,26,0.7307692307692307,0x1.7627627627627p-1,0.7504569180496429,-0.41966876199939124,9.185294227323022,0.5468278945308166,true,1.7905388368955712e-13,2.482534153247273e-16,1000,20,24,5.722766247044874e-15,4.705040823708615e-15,1.1355931823864491e-14,6.5301351511762e-13,0.004,0.1705009157308215,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,31,589,780,0.7551282051282051,0x1.82a02a02a02a0p-1,0.7629359097451897,-0.4132084673381824,9.13707861403652,0.563613847670691,true,2.2294207186976031e-13,6.777420539824541e-16,1000,20,24,1.4273168140722167e-14,0.0,0.0,5.682546163642672e-13,0.004,0.16764931924495588,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,32,152,195,0.7794871794871795,0x1.8f18f18f18f19p-1,0.776305078235052,-0.4058438931828959,9.085607371540739,0.5791650731320885,true,8.441901099732584e-14,1.3877787807814457e-17,1000,20,24,1.1422355192891215e-14,0.0,0.0,1.6603235929465152e-13,0.004,0.16442689194326496,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,33,209,260,0.8038461538461539,0x1.9b91b91b91b92p-1,0.7907067421073197,-0.39736249603553603,9.0303726753392,0.5930401867952351,true,4.2530671940045576e-14,4.594889227755668e-16,1000,20,24,1.7763568394002505e-14,0.0,1.381915519522146e-14,3.4517360553662023e-13,0.004,0.16074650260281467,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,34,323,390,0.8282051282051283,0x1.a80a80a80a80bp-1,0.8063239489374271,-0.38747050196671673,8.970727221508636,0.6046160947154376,true,9.942144817716941e-14,4.506008925723787e-16,1000,20,24,6.728537760070878e-15,0.0,0.0,1.963723118088317e-13,0.004,0.1564873406294985,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,35,133,156,0.8525641025641025,0x1.b483483483483p-1,0.8233988267720618,-0.37574572819202084,8.905822799712238,0.6129800121504605,true,1.4464293028901467e-13,6.429251234118251e-16,1000,20,24,8.888027007547732e-15,0.0,0.0,7.887429437908908e-14,0.004,0.15147508503712404,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,36,57,65,0.8769230769230769,0x1.c0fc0fc0fc0fcp-1,0.8422632491956838,-0.3615500279913815,8.834508129335585,0.6167284773360922,true,3.598188804133396e-13,1.6711069443220838e-16,1000,20,24,6.065070242670034e-14,0.0,0.0,1.0572401515882199e-13,0.004,0.1454448499390407,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,37,703,780,0.9012820512820513,0x1.cd74d74d74d75p-1,0.8633938654894382,-0.3438506347751191,8.755146160940656,0.6135565617649333,true,4.1869700077822545e-13,4.85722573273506e-17,1000,20,24,3.7874229688310513e-14,0.0,0.0,5.214787393099677e-14,0.004,0.13796493374239685,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,38,361,390,0.9256410256410257,0x1.d9ed9ed9ed9eep-1,0.8875208787053531,-0.32080376799616717,8.665253287431481,0.5993004367633767,true,1.8736144289136713e-13,4.755167847018798e-16,1000,20,24,1.7798229048217483e-14,0.0,2.1052123819569363e-14,2.90944868746584e-13,0.004,0.1282571622258423,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-uniform-40,39,19,20,0.95,0x1.e666666666666p-1,0.9158755064379314,-0.28856521978275584,8.56067466681419,0.5652087093670325,true,7.40851549812911e-13,2.636779683484747e-16,1000,20,24,1.9768517821918335e-14,4.8516873203759067e-14,5.663282907497477e-14,1.8688928658316805e-13,0.004,0.1146760303885293,KerrQNMEFs-2/l3/s-2l3m2n2.dat,951,5.265937144242362e-14,1.3110154507592157e-13
-2,3,2,2,schwarzschild-overtone-continuation,ell23-supplemental-high,40,97,100,0.97,0x1.f0a3d70a3d70ap-1,0.9439519439967959,-0.2482978274727573,8.458319326679439,0.5065825991718413,true,1.6065966767932613e-13,1.3877787807814457e-17,1000,20,24,1.259405993935235e-14,0.0,0.0,1.5002067066226397e-13,0.004,0.09760255032076595,KerrQNMEFs-2/l3/s-2l3m2n2.dat,971,6.88539697555894e-15,1.7586437349651377e-14
-2,3,2,2,schwarzschild-overtone-continuation,ell23-supplemental-high,41,49,50,0.98,0x1.f5c28f5c28f5cp-1,0.9604883816230345,-0.21808216841083136,8.398578709946765,0.4545904416049962,true,8.032464120243927e-13,1.3707828373975067e-15,1000,20,24,5.684344596585586e-14,0.0,0.0,1.2096928125386244e-13,0.004,0.08463541357963303,KerrQNMEFs-2/l3/s-2l3m2n2.dat,981,5.614263474322893e-14,1.1446501683318952e-13
-2,3,2,2,schwarzschild-overtone-continuation,ell23-supplemental-high,42,99,100,0.99,0x1.fae147ae147aep-1,0.9796879577377602,-0.17120490042428796,8.329672920147045,0.36505502445346305,true,1.1956148403022588e-13,4.441434166503682e-16,1000,20,24,6.05394598195379e-14,0.0,0.0,2.7106908532108773e-13,0.004,0.06410530841805735,KerrQNMEFs-2/l3/s-2l3m2n2.dat,996,6.218557896789218e-14,1.1849778104645678e-13
-2,3,2,2,schwarzschild-overtone-continuation,ell23-supplemental-high,43,199,200,0.995,0x1.fd70a3d70a3d7p-1,0.9910383039597683,-0.13121927607094283,8.289333291062619,0.28320968653888606,true,1.1313217727055558e-12,4.48220455344724e-16,1000,20,24,7.108237054113458e-14,3.4108228686344974e-13,4.429669001160248e-13,5.094429137539279e-13,0.004,0.046044938011389334,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-supplemental-high,44,997,1000,0.997,0x1.fe76c8b439581p-1,0.9963651010815772,-0.10642621562678886,8.270827295417183,0.23089812631356924,true,3.8128104059689904e-13,5.199108355865327e-16,1000,20,24,3.614624287906422e-15,5.168401948229138e-14,1.0253468635806267e-13,1.4939794664719268e-12,0.004,0.034546143619839605,,,,
-2,3,2,2,schwarzschild-overtone-continuation,ell23-supplemental-high,45,999,1000,0.999,0x1.ff7ced916872bp-1,1.003149809153075,-0.06673555131224795,8.248560611916835,0.1456354791343414,true,1.2217435742864505e-12,8.399662911495301e-16,1000,20,24,2.3102244613642867e-14,0.0,8.359676243706429e-13,1.4545802947562832e-12,0.004,0.016846400164289174,KerrQNMEFs-2/l3/s-2l3m2n2.dat,1029,7.836498975876598e-13,1.7027002625194276e-12
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,0,0,1,0.0,0x0.0p+0,0.5994432884374898,-0.09270304794494666,10.0,0.0,true,1.5957887108469527e-14,2.3714374201337736e-16,1000,20,24,0.0,0.0,1.967320211922957e-15,6.321684384600078e-14,0.004,,KerrQNMEFs-2/l3/s-2l3m3n0.dat,1,9.694605782913356e-16,0.0
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,1,19,780,0.02435897435897436,0x1.8f18f18f18f19p-6,0.6044299669115671,-0.09265113260269854,9.970447422474702,0.004547074835980859,true,5.0867118742119833e-14,4.47545209131181e-16,1000,20,24,1.4210854715202004e-14,0.0,0.0,1.1592089490148452e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,2,19,390,0.04871794871794872,0x1.8f18f18f18f19p-5,0.6095500522617089,-0.09259031745180685,9.940175969312104,0.00915616745103322,true,1.2651243465073074e-13,1.3472894910096233e-16,1000,20,24,2.842172298292793e-14,3.429611049281852e-15,5.7289720136568966e-15,1.0923263116166655e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,3,19,260,0.07307692307692308,0x1.2b52b52b52b53p-4,0.6148101939164211,-0.09252001213921061,9.909152461183336,0.013827959907899971,true,9.607118501968132e-15,3.8214347833393957e-16,1000,20,24,5.551115123125783e-17,0.0,2.2508129017558575e-15,2.1854423695583044e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,4,19,195,0.09743589743589744,0x1.8f18f18f18f19p-4,0.6202175448296899,-0.09243957458005407,9.8773413384325,0.018563090884632562,true,6.128591995706308e-14,1.8041124150158794e-16,1000,20,24,7.105481567502833e-15,0.0,0.0,1.1930161344688669e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,5,19,156,0.12179487179487179,0x1.f2df2df2df2dfp-4,0.6257798137070896,-0.09234830505938013,9.84470442348381,0.02336214524133219,true,9.85537918881547e-14,1.5700924586837752e-16,1000,20,24,6.039614688934145e-14,0.0,0.0,1.5969438106578725e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,6,19,130,0.14615384615384616,0x1.2b52b52b52b53p-3,0.6315053242044467,-0.09224543949006023,9.811200652363523,0.02822564165749883,true,2.5003445110377325e-14,2.2887833992611187e-16,1000,20,24,1.4210856409267797e-14,6.593044732505606e-16,4.189184436886365e-15,1.912421598871681e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,7,133,780,0.17051282051282052,0x1.5d35d35d35d36p-3,0.637403082251078,-0.09213014167954489,9.776785770333333,0.03315401795596148,true,1.3153214712619998e-14,3.394388883480595e-16,1000,20,24,1.0658583743094258e-14,6.245004513516506e-16,1.1551122306821434e-15,4.9244367459192395e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,8,38,195,0.19487179487179487,0x1.8f18f18f18f19p-3,0.6434828528787641,-0.09200149442746526,9.741411985649293,0.03814761364271244,true,1.0534279077834553e-13,4.742874840267547e-16,1000,20,24,5.551115123125783e-17,0.0,0.0,1.2842722885030063e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,9,57,260,0.21923076923076923,0x1.c0fc0fc0fc0fcp-3,0.6497552482206993,-0.09185848923776041,9.705027574251526,0.04320664908289243,true,1.681099102657031e-14,9.326296752376505e-16,1000,20,24,3.552811526699117e-14,0.0,2.4701292793724788e-15,5.3438529890894854e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,10,19,78,0.24358974358974358,0x1.f2df2df2df2dfp-3,0.6562318286962076,-0.09170001438143885,9.667576426690598,0.04833120059528789,true,6.53645161114467e-14,1.1188630228279524e-16,1000,20,24,2.1317438523750435e-14,1.763789851192228e-15,2.236391618786659e-15,1.0913396330669402e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,11,209,780,0.26794871794871794,0x1.1261261261261p-2,0.6629252198365908,-0.09152484098592288,9.628997526729579,0.053521170572153956,true,2.116889930941406e-14,4.535829210951031e-16,1000,20,24,3.552822097363439e-15,0.0,2.4701292793724788e-15,8.56542639778563e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,12,19,65,0.2923076923076923,0x1.2b52b52b52b53p-2,0.6698492477603363,-0.09133160675060747,9.589224348711106,0.05877625150617048,true,4.363402480522002e-14,1.3092278833360675e-16,1000,20,24,4.9738008927881733e-14,1.413696397141421e-15,2.9580529941727767e-15,5.991790453167902e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,13,19,60,0.31666666666666665,0x1.4444444444444p-2,0.6770190970066932,-0.0911187967911042,9.548184157815973,0.06409588251619651,true,3.289933837890672e-14,2.636779683484747e-16,1000,20,24,1.4213050055029608e-14,0.0,2.9888837459894945e-15,1.1602977958127705e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,14,133,390,0.34102564102564104,0x1.5d35d35d35d36p-2,0.6844514953309815,-0.0908847209893763,9.50579719355758,0.0694791965862057,true,5.6178711203752326e-14,1.1295700899707568e-16,1000,20,24,7.460785977431399e-14,0.0,0.0,1.2905095092302957e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,15,19,52,0.36538461538461536,0x1.7627627627627p-2,0.6921649312161058,-0.09062748706473935,9.461975712009071,0.07492495623763884,true,2.3448583132868502e-14,2.3714374201337736e-16,1000,20,24,4.618531118446131e-14,6.866350197783356e-16,2.504777312823609e-15,5.321490167677444e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,16,76,195,0.38974358974358975,0x1.8f18f18f18f19p-2,0.7001799113483601,-0.09034496836832034,9.41662285597719,0.08043147470237628,true,1.8867259564679274e-14,2.7344877050525285e-16,1000,20,24,6.750432170308652e-14,0.0,0.0,8.684754648258291e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,17,323,780,0.41410256410256413,0x1.a80a80a80a80bp-2,0.7085192672619725,-0.09003476512343933,9.369631314130523,0.08599651879304251,true,1.9464081014329728e-14,1.1188630228279524e-16,1000,20,24,7.106782481094284e-15,0.0,1.7550326948688181e-15,1.0894184704413917e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,18,57,130,0.43846153846153846,0x1.c0fc0fc0fc0fcp-2,0.7172085229441014,-0.08969415746072965,9.32088171926365,0.09161718849522854,true,4.509432918211676e-14,3.189627710442956e-16,1000,20,24,1.0664246959634153e-14,0.0,2.0933390557824782e-15,3.7551806506333816e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,19,361,780,0.46282051282051284,0x1.d9ed9ed9ed9eep-2,0.7262763386499724,-0.08932004809349203,9.270240721439865,0.09728976671162415,true,7.805373211431673e-14,2.5476231888929306e-16,1000,20,24,7.105915231829363e-15,0.0,3.789423922623494e-15,7.034609983686362e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,20,19,39,0.48717948717948717,0x1.f2df2df2df2dfp-2,0.7357550508527275,-0.08890889179295118,9.217558652286117,0.10300953039398292,true,1.6011864169946884e-14,6.245004513516506e-17,1000,20,24,2.842306465080941e-14,0.0,1.3232745389513375e-15,1.3502795144680466e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,21,133,260,0.5115384615384615,0x1.05e85e85e85e8p-1,0.7456813346505523,-0.08845660787622922,9.162666670133515,0.10877051124196932,true,3.20808351578572e-14,2.3592239273284576e-16,1000,20,24,1.4211830463658726e-14,8.743006318923108e-16,2.0233510033565474e-15,3.8613422726744756e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,22,209,390,0.5358974358974359,0x1.1261261261261p-1,0.756097023828646,-0.08795847059654231,9.105373238914568,0.1145651898333436,true,1.2524752626131587e-13,4.1777673608052093e-16,1000,20,24,4.9738022480402295e-14,3.3903012404648442e-15,7.216569755304857e-15,1.1381188587988334e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,23,437,780,0.5602564102564103,0x1.1ed9ed9ed9edap-1,0.7670501362657223,-0.08740897044577219,9.045459742092069,0.12038410086816187,true,4.190132310720222e-14,2.2473876566261383e-16,1000,20,24,2.486938296365065e-14,0.0,1.1295700899707568e-15,2.1697973384563248e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,24,38,65,0.5846153846153846,0x1.2b52b52b52b53p-1,0.7785961702428243,-0.08680163667019956,8.982674959219995,0.12621531821313328,true,3.0287934084557965e-14,4.163336342344337e-17,1000,20,24,4.6186478771198966e-14,0.0,5.0009355010672645e-15,2.410477000684985e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,25,95,156,0.6089743589743589,0x1.37cb7cb7cb7cbp-1,0.7907997632254006,-0.08612880732149387,8.916728025762847,0.13204377510376336,true,1.063092896338575e-14,1.3877787807814457e-16,1000,20,24,4.6195493215143465e-14,0.0,0.0,3.5900568348027643e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,26,19,30,0.6333333333333333,0x1.4444444444444p-1,0.8037368433084657,-0.08538132720936853,8.847279338407864,0.13785035473024737,true,3.195610689305322e-14,3.554447978966673e-16,1000,20,24,3.197519408812099e-14,0.0,9.42055475210265e-16,1.514370658618886e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,27,171,260,0.6576923076923077,0x1.50bd0bd0bd0bdp-1,0.8174974621095603,-0.08454814500894049,8.773928628432607,0.143610655357442,true,5.0622274253637175e-14,4.875529749534861e-16,1000,20,24,4.440892098500626e-16,1.3232745389513375e-15,5.2645127851211946e-15,1.2119751059426973e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,28,133,195,0.6820512820512821,0x1.5d35d35d35d36p-1,0.8321895889921698,-0.08361576648694401,8.696199054100749,0.14929328498226244,true,8.308741780086428e-14,6.667118051786499e-16,1000,20,24,8.527468680459503e-14,0.0,0.0,6.070757973904772e-14,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,29,551,780,0.7064102564102565,0x1.69ae9ae9ae9afp-1,0.847944292083963,-0.08256749778228549,8.613515570901349,0.15485746064611267,true,1.1051309666565182e-13,5.274015853390341e-16,1000,20,24,3.5566146649215975e-15,0.0,0.0,1.711305707505963e-13,0.004,,,,,
-2,3,3,0,schwarzschild-overtone-continuation,ell23-uniform-40,30,19,26,0.7307692307692307,0x1.7627627627627p-1,0.8649229716032742,-0.08138237438133074,8.525174864854236,0.16024955355685824,true,2.1938917150798804e-14,2.423651445728339e-16,1000,20,24,1.0690617621625288e-14,0.0,8.881784197001252e-16,2.0601144798503415e-14,0.004,,,,,
